detectorType,descriptorType,matcherType,imgIndex,ttcLidar,ttcCamera,lidarPointsSize,kptMatchesSize
SHITOMASI,BRISK,MAT_BF,3,16.963,13.2483,321,60
SHITOMASI,BRISK,MAT_BF,12,10.1,11.8354,300,79
SHITOMASI,BRISK,MAT_BF,23,8.43069,9.18399,487,89
SHITOMASI,BRISK,MAT_BF,25,7.14768,9.02606,446,97
SHITOMASI,BRISK,MAT_BF,26,9.97707,9.00907,433,90
SHITOMASI,BRISK,MAT_BF,28,12.6681,11.4475,506,95
SHITOMASI,BRISK,MAT_BF,29,7.25063,11.2438,441,94
SHITOMASI,BRISK,MAT_BF,30,7.52726,13.3136,476,93
SHITOMASI,BRISK,MAT_BF,33,9.22618,12.5139,544,105
SHITOMASI,BRISK,MAT_BF,34,7.60959,10.5876,591,93
SHITOMASI,BRISK,MAT_BF,35,6.59279,9.51293,582,93
SHITOMASI,BRISK,MAT_BF,36,10.6294,9.74004,455,87
SHITOMASI,BRISK,MAT_BF,38,4.99238,8.05658,575,128
SHITOMASI,BRISK,MAT_BF,39,5.47658,9.78403,603,130
SHITOMASI,BRISK,MAT_BF,40,5.20724,8.54985,634,124
SHITOMASI,BRISK,MAT_BF,47,6.95384,11.6967,500,128
SHITOMASI,BRISK,MAT_BF,48,nan,11.5297,529,117
SHITOMASI,BRISK,MAT_BF,49,-149.754,11.8425,468,123
SHITOMASI,BRISK,MAT_BF,53,29.486,inf,411,152
SHITOMASI,BRISK,MAT_BF,53,2.32789,inf,411,304
SHITOMASI,BRISK,MAT_BF,54,nan,-5.04523,5,228
SHITOMASI,BRISK,MAT_BF,56,-2.79273,-7.39101,11,278
SHITOMASI,BRISK,MAT_BF,56,2.31361,inf,440,134
SHITOMASI,BRISK,MAT_BF,57,-23.3578,inf,448,147
SHITOMASI,BRISK,MAT_BF,58,-2.87375,-9.12811,12,311
SHITOMASI,BRISK,MAT_BF,58,2.64821,inf,417,134
SHITOMASI,BRISK,MAT_BF,59,13.8031,inf,452,139
SHITOMASI,BRISK,MAT_BF,59,2.44033,inf,452,278
SHITOMASI,BRISK,MAT_BF,60,-15.3309,inf,416,157
SHITOMASI,BRISK,MAT_BF,60,2.85,inf,416,314
SHITOMASI,BRISK,MAT_BF,61,-2.84445,-10.9214,14,294
SHITOMASI,BRISK,MAT_BF,61,-14.4002,-10.9214,14,588
SHITOMASI,BRISK,MAT_BF,62,-3.20559,-10.6746,13,316
SHITOMASI,BRISK,MAT_BF,63,-2.56759,-10.7693,16,330
SHITOMASI,BRISK,MAT_BF,63,-38.2997,-10.7693,16,660
SHITOMASI,BRISK,MAT_BF,65,2.62604,inf,444,167
SHITOMASI,BRISK,MAT_BF,66,2.60947,inf,426,160
SHITOMASI,BRISK,MAT_BF,68,-110.52,inf,434,160
SHITOMASI,BRISK,MAT_BF,69,-2.67035,-22.07,14,336
SHITOMASI,BRISK,MAT_BF,70,22.125,inf,426,160
SHITOMASI,BRIEF,MAT_BF,23,8.43069,8.66557,487,116
SHITOMASI,BRIEF,MAT_BF,25,7.14768,8.7692,446,131
SHITOMASI,BRIEF,MAT_BF,26,9.97707,12.4464,433,126
SHITOMASI,BRIEF,MAT_BF,28,12.6681,10.8876,506,135
SHITOMASI,BRIEF,MAT_BF,30,7.52726,16.0287,476,112
SHITOMASI,BRIEF,MAT_BF,34,7.60959,13.0804,591,117
SHITOMASI,BRIEF,MAT_BF,35,6.59279,9.98266,582,117
SHITOMASI,BRIEF,MAT_BF,36,10.6294,10.4876,455,116
SHITOMASI,BRIEF,MAT_BF,38,4.99238,9.25013,575,171
SHITOMASI,BRIEF,MAT_BF,39,5.47658,8.99344,603,177
SHITOMASI,BRIEF,MAT_BF,40,5.20724,7.75132,634,157
SHITOMASI,BRIEF,MAT_BF,45,5.60845,8.70139,564,167
SHITOMASI,BRIEF,MAT_BF,47,6.95384,11.426,500,168
SHITOMASI,BRIEF,MAT_BF,48,nan,11.5152,529,151
SHITOMASI,BRIEF,MAT_BF,52,24.656,81.9405,396,163
SHITOMASI,BRIEF,MAT_BF,53,29.486,inf,411,170
SHITOMASI,BRIEF,MAT_BF,53,2.32789,inf,411,340
SHITOMASI,BRIEF,MAT_BF,54,nan,-5.07327,5,302
SHITOMASI,BRIEF,MAT_BF,55,-2.41361,-5.82744,10,308
SHITOMASI,BRIEF,MAT_BF,55,nan,inf,419,150
SHITOMASI,BRIEF,MAT_BF,56,-2.79273,-7.36148,11,337
SHITOMASI,BRIEF,MAT_BF,56,2.31361,inf,440,165
SHITOMASI,BRIEF,MAT_BF,57,-23.3578,inf,448,164
SHITOMASI,BRIEF,MAT_BF,58,-2.87375,-9.20952,12,348
SHITOMASI,BRIEF,MAT_BF,59,13.8031,inf,452,164
SHITOMASI,BRIEF,MAT_BF,59,2.44033,inf,452,328
SHITOMASI,BRIEF,MAT_BF,60,-15.3309,inf,416,174
SHITOMASI,BRIEF,MAT_BF,60,2.85,inf,416,348
SHITOMASI,BRIEF,MAT_BF,61,-2.84445,-10.8093,14,343
SHITOMASI,BRIEF,MAT_BF,61,-14.4002,-10.8093,14,686
SHITOMASI,BRIEF,MAT_BF,62,-3.20559,-11.0185,13,361
SHITOMASI,BRIEF,MAT_BF,62,2.31257,inf,440,174
SHITOMASI,BRIEF,MAT_BF,63,-2.56759,-10.9296,16,378
SHITOMASI,BRIEF,MAT_BF,63,-38.2997,-10.9296,16,756
SHITOMASI,BRIEF,MAT_BF,65,2.62604,inf,444,178
SHITOMASI,BRIEF,MAT_BF,68,-110.52,inf,434,178
SHITOMASI,BRIEF,MAT_BF,69,-2.67035,-23.0009,14,387
SHITOMASI,BRIEF,MAT_BF,71,29.3993,inf,442,183
SHITOMASI,BRIEF,MAT_BF,72,88.1064,inf,443,181
SHITOMASI,BRIEF,MAT_BF,73,-220.366,inf,422,178
SHITOMASI,ORB,MAT_BF,23,8.43069,8.24544,487,107
SHITOMASI,ORB,MAT_BF,25,7.14768,9.27401,446,120
SHITOMASI,ORB,MAT_BF,26,9.97707,9.66029,433,117
SHITOMASI,ORB,MAT_BF,28,12.6681,11.1505,506,126
SHITOMASI,ORB,MAT_BF,30,7.52726,13.6445,476,103
SHITOMASI,ORB,MAT_BF,34,7.60959,12.5354,591,107
SHITOMASI,ORB,MAT_BF,35,6.59279,9.69157,582,106
SHITOMASI,ORB,MAT_BF,36,10.6294,9.49001,455,105
SHITOMASI,ORB,MAT_BF,38,4.99238,9.19284,575,166
SHITOMASI,ORB,MAT_BF,39,5.47658,8.92153,603,159
SHITOMASI,ORB,MAT_BF,40,5.20724,7.5799,634,151
SHITOMASI,ORB,MAT_BF,45,5.60845,8.51618,564,153
SHITOMASI,ORB,MAT_BF,47,6.95384,11.161,500,157
SHITOMASI,ORB,MAT_BF,48,nan,11.7288,529,143
SHITOMASI,ORB,MAT_BF,52,24.656,58.6377,396,160
SHITOMASI,ORB,MAT_BF,53,29.486,inf,411,164
SHITOMASI,ORB,MAT_BF,53,2.32789,inf,411,328
SHITOMASI,ORB,MAT_BF,54,nan,-5.07659,5,271
SHITOMASI,ORB,MAT_BF,55,-2.41361,-5.66286,10,284
SHITOMASI,ORB,MAT_BF,55,nan,inf,419,148
SHITOMASI,ORB,MAT_BF,56,-2.79273,-7.3807,11,316
SHITOMASI,ORB,MAT_BF,56,2.31361,inf,440,158
SHITOMASI,ORB,MAT_BF,57,-23.3578,inf,448,155
SHITOMASI,ORB,MAT_BF,58,-2.87375,-9.21491,12,315
SHITOMASI,ORB,MAT_BF,59,13.8031,inf,452,153
SHITOMASI,ORB,MAT_BF,59,2.44033,inf,452,306
SHITOMASI,ORB,MAT_BF,60,-15.3309,inf,416,166
SHITOMASI,ORB,MAT_BF,60,2.85,inf,416,332
SHITOMASI,ORB,MAT_BF,61,-2.84445,-10.7837,14,325
SHITOMASI,ORB,MAT_BF,61,-14.4002,-10.7837,14,650
SHITOMASI,ORB,MAT_BF,62,-3.20559,-11.1921,13,337
SHITOMASI,ORB,MAT_BF,62,2.31257,inf,440,165
SHITOMASI,ORB,MAT_BF,63,-2.56759,-10.9465,16,356
SHITOMASI,ORB,MAT_BF,63,-38.2997,-10.9465,16,712
SHITOMASI,ORB,MAT_BF,65,2.62604,inf,444,174
SHITOMASI,ORB,MAT_BF,68,-110.52,inf,434,173
